species,country_of_origin,number_of_bags,bag_weight,processing_method,aroma,flavor,body,uniformity
Arabica,Malawi,24,60 kg,Washed,7.58,7.42,7.33,10.0
Arabica,Brazil,320,2 kg,Natural,7.33,7.58,7.83,10.0
Arabica,Honduras,275,1 kg,Natural,7.5,7.5,7.33,10.0
Arabica,Mexico,280,2 kg,Washed,7.42,7.42,7.33,10.0
Arabica,Colombia,50,70 kg,Washed,7.5,7.5,7.5,10.0
Arabica,United States (Hawaii),19,100 lbs,Natural,7.83,7.83,7.83,10.0
Arabica,Brazil,300,60 kg,Semi-Washed,7.75,7.75,7.83,9.33
Arabica,Guatemala,250,69 kg,Washed,7.83,7.67,7.67,9.33
Arabica,Mexico,302,1 kg,Washed,7.83,7.33,7.25,10.0
Arabica,Mexico,15,1 kg,Semi-Washed,7.33,7.33,7.5,10.0
Arabica,Vietnam,1,2 kg,Washed,7.0,7.08,7.5,10.0
Arabica,Brazil,1,5 lbs,Natural,7.17,7.25,7.42,10.0
Arabica,Mexico,10,1 kg,Washed,7.5,7.5,7.25,10.0
Arabica,Mexico,100,1 kg,Washed,7.42,7.5,7.33,10.0
Arabica,Mexico,42,1 kg,Washed,7.42,7.5,7.33,10.0
Arabica,Mexico,250,1 kg,Washed,7.33,7.42,7.42,10.0
Arabica,Mexico,28,1 kg,Washed,7.5,7.42,7.67,10.0
Arabica,Colombia,250,70 kg,Washed,7.33,7.42,7.5,10.0
Arabica,Brazil,320,60 kg,Natural,7.42,7.5,7.5,10.0
Arabica,Guatemala,50,69 kg,Washed,7.42,7.42,7.33,10.0
Arabica,Guatemala,80,69 kg,Washed,7.42,7.33,7.33,10.0
Arabica,Honduras,275,69 kg,Washed,7.58,7.5,7.42,10.0
Arabica,Brazil,320,2 kg,Natural,7.25,7.75,7.5,10.0
Arabica,"Tanzania, United Republic Of",20,60 kg,Washed,7.42,7.33,7.5,10.0
Arabica,"Tanzania, United Republic Of",10,60 kg,Washed,7.33,7.33,7.42,10.0
Arabica,Brazil,300,2 kg,Washed,7.25,7.42,7.5,10.0
Arabica,Indonesia,320,4 kg,Semi-Washed,7.17,7.42,7.33,10.0
Arabica,Honduras,275,1 kg,Natural,7.5,7.33,7.17,10.0
Arabica,Costa Rica,275,69 kg,Washed,7.5,7.17,7.5,10.0
Arabica,Mexico,320,5 lbs,Washed,7.42,7.42,7.58,9.33
Arabica,Taiwan,10,30 kg,Semi-Washed,7.5,7.5,7.42,10.0
Arabica,Taiwan,10,30 kg,Washed,7.58,7.42,7.33,10.0
Arabica,Mexico,310,1 kg,Washed,7.5,7.42,7.33,10.0
Arabica,Guatemala,275,69 kg,Washed,7.5,7.67,7.33,10.0
Arabica,Mexico,100,1 kg,Washed,7.25,7.67,7.67,8.67
Arabica,Mexico,15,1 kg,Washed,7.67,7.25,7.5,10.0
Arabica,Mexico,275,1 kg,Washed,7.5,7.42,7.42,10.0
Arabica,Mexico,250,1 kg,Washed,7.58,7.42,7.25,10.0
Arabica,Mexico,12,1 kg,Semi-Washed,7.75,7.58,7.58,9.33
Arabica,United States (Hawaii),13,100 lbs,Washed,7.42,7.33,7.17,10.0
Arabica,Honduras,275,69 kg,Washed,7.5,7.42,7.5,10.0
Arabica,Guatemala,25,69 kg,Washed,7.42,7.42,7.42,10.0
Arabica,Taiwan,20,50 kg,Washed,7.42,7.42,7.33,10.0
Arabica,Costa Rica,250,69 kg,Washed,7.58,7.42,7.08,10.0
Arabica,"Tanzania, United Republic Of",100,60 kg,Washed,7.42,7.42,7.42,10.0
Arabica,Malawi,10,60 kg,Washed,7.42,7.42,7.33,10.0
Arabica,Taiwan,50,20 kg,Semi-Washed,7.33,7.17,8.33,10.0
Arabica,Brazil,300,60 kg,Washed,7.42,7.42,7.5,10.0
Arabica,Guatemala,250,69 kg,Washed,7.42,7.33,7.42,10.0
Arabica,Mexico,310,1 kg,Washed,7.67,7.5,6.75,10.0
Arabica,Mexico,28,1 kg,Natural,7.33,7.5,7.5,10.0
Arabica,Mexico,28,1 kg,Natural,7.67,7.58,7.58,10.0
Arabica,Guatemala,50,69 kg,Washed,7.67,7.58,7.33,9.33
Arabica,Nicaragua,550,69 kg,,7.5,7.42,7.25,10.0
Arabica,Honduras,275,69 kg,Washed,7.5,7.5,7.17,10.0
Arabica,Taiwan,123,2 kg,Natural,7.5,7.42,7.58,10.0
Arabica,Myanmar,1,1 kg,Washed,7.25,7.42,7.33,10.0
Arabica,Costa Rica,250,1 kg,Washed,7.83,7.33,7.33,10.0
Arabica,Malawi,15,60 kg,Washed,7.67,7.42,7.5,10.0
Arabica,Guatemala,250,69 kg,Washed,7.5,7.42,7.25,10.0
Arabica,Taiwan,50,20 kg,Washed,7.42,7.33,7.42,10.0
Arabica,Brazil,300,60 kg,Semi-Washed,7.58,7.5,7.67,9.33
Arabica,Haiti,300,4 lbs,Washed,7.42,7.33,7.42,10.0
Arabica,Taiwan,5,30 kg,,7.5,7.42,7.33,10.0
Arabica,Mexico,250,1 kg,Washed,7.33,7.33,7.5,10.0
Arabica,Mexico,30,1 kg,Washed,7.42,7.25,7.17,10.0
Arabica,Mexico,20,1 kg,Semi-Washed,7.33,7.5,7.33,10.0
Arabica,Mexico,50,80 kg,Washed,7.42,7.42,7.25,10.0
Arabica,Mexico,15,1 kg,Natural,7.5,7.5,7.42,9.33
Arabica,Indonesia,10,60 kg,Washed,7.75,7.17,7.58,10.0
Arabica,Brazil,300,1 kg,Semi-Washed,7.5,7.42,7.5,10.0
Arabica,Guatemala,250,1 kg,Washed,7.33,7.5,7.17,10.0
Arabica,Mexico,200,69 kg,Washed,7.58,7.33,7.5,10.0
Arabica,Guatemala,450,69 kg,Washed,7.42,7.33,7.33,10.0
Arabica,Brazil,300,60 kg,Natural,7.33,7.5,6.83,10.0
Arabica,Honduras,275,1 kg,Washed,7.5,7.33,7.5,10.0
Arabica,Taiwan,10,60 kg,Washed,7.83,7.75,7.08,10.0
Arabica,Malawi,12,60 kg,Washed,7.58,7.17,7.08,10.0
Arabica,Brazil,320,2 kg,Natural,7.25,7.5,7.33,10.0
Arabica,Guatemala,250,69 kg,Washed,7.42,7.5,7.42,10.0
Arabica,Mexico,280,2 kg,Washed,7.67,7.33,7.25,10.0
Arabica,Peru,280,5 lbs,Washed,7.42,7.42,7.42,10.0
Arabica,Mexico,10,1 kg,Washed,7.42,7.33,7.25,10.0
Arabica,Mexico,20,1 kg,Washed,7.42,7.42,7.5,10.0
Arabica,Colombia,250,70 kg,Natural,7.5,7.42,7.17,10.0
Arabica,Colombia,230,70 kg,Washed,7.5,7.33,7.33,10.0
Arabica,Brazil,300,60 kg,Natural,7.25,7.33,7.33,10.0
Arabica,Honduras,275,1 kg,Washed,7.58,7.42,7.17,10.0
Arabica,Brazil,300,60 kg,,7.17,7.33,7.42,10.0
Arabica,Philippines,2,2 kg,Washed,7.08,7.33,7.33,10.0
Arabica,Malawi,31,60 kg,Washed,7.75,7.33,7.33,10.0
Arabica,Honduras,275,1 kg,Washed,7.33,7.33,7.5,10.0
Arabica,Mexico,70,1 kg,Washed,7.33,7.25,7.58,10.0
Arabica,Brazil,42,5 kg,Natural,7.5,7.58,7.75,9.33
Arabica,Taiwan,20,50 kg,Natural,7.83,7.75,7.83,9.33
Arabica,Brazil,320,2 kg,Natural,7.17,7.42,6.92,10.0
Arabica,Nicaragua,275,69 kg,Washed,7.08,7.5,7.42,10.0
Arabica,Honduras,275,1 kg,Washed,7.42,7.17,7.33,10.0
Arabica,Guatemala,36,55 lbs,Washed,7.33,7.42,7.42,10.0
Arabica,"Tanzania, United Republic Of",100,60 kg,Washed,7.33,7.17,7.25,10.0
Arabica,Taiwan,10,30 kg,Semi-Washed,7.5,7.5,7.25,10.0
Arabica,Guatemala,250,69 kg,Washed,7.5,7.33,7.0,10.0
Arabica,Mexico,250,1 kg,Washed,7.42,7.42,7.5,9.33
Arabica,Nicaragua,275,69 kg,Washed,7.33,7.5,7.58,10.0
Arabica,"Tanzania, United Republic Of",100,60 kg,Washed,7.67,7.17,7.5,10.0
Arabica,Mexico,275,1 kg,Washed,7.75,7.58,7.08,10.0
Arabica,Costa Rica,275,18975 kg,Washed,7.5,7.5,7.08,10.0
Arabica,Honduras,275,1 kg,Natural,7.42,7.33,7.33,10.0
Arabica,Thailand,20,20 kg,Washed,6.83,7.42,7.5,10.0
Arabica,Philippines,2,2 kg,Natural,7.25,7.25,7.58,10.0
Arabica,"Tanzania, United Republic Of",320,60 kg,Washed,7.58,7.17,7.33,10.0
Arabica,Malawi,300,60 kg,Washed,7.58,7.25,7.33,10.0
Arabica,Costa Rica,250,1 kg,Washed,7.33,7.08,7.33,10.0
Arabica,Brazil,300,1 kg,Natural,7.42,7.42,7.33,10.0
Arabica,Mexico,250,1 kg,Natural,7.42,7.25,7.42,10.0
Arabica,Guatemala,250,1 kg,Washed,7.42,7.25,7.25,10.0
Arabica,Brazil,17,60 kg,Natural,7.42,7.33,7.5,10.0
Arabica,Ethiopia,300,60 kg,Natural,7.42,7.33,7.42,10.0
Arabica,Brazil,500,60 kg,Natural,7.58,7.42,7.75,9.33
Arabica,Nicaragua,275,69 kg,Washed,7.33,7.33,7.33,10.0
Arabica,United States,1,5 lbs,Natural,7.42,7.17,7.25,10.0
Arabica,"Tanzania, United Republic Of",54,60 kg,Washed,7.42,7.33,7.25,10.0
Arabica,Costa Rica,250,1 kg,Washed,7.42,7.25,7.25,10.0
Arabica,United States (Puerto Rico),18,5 lbs,Washed,7.67,7.75,7.58,6.67
Arabica,Mexico,100,1 kg,Washed,7.25,7.42,7.17,10.0
Arabica,Mexico,30,1 kg,Washed,7.33,7.25,7.25,10.0
Arabica,Mexico,40,1 kg,Washed,7.33,7.33,7.25,10.0
Arabica,Mexico,15,1 kg,Washed,7.42,7.33,7.17,10.0
Arabica,United States (Hawaii),2,100 lbs,Washed,7.42,7.42,6.92,10.0
Arabica,Brazil,300,59 kg,Pulped-Natural,7.25,7.25,7.33,10.0
Arabica,El Salvador,100,69 kg,Washed,7.42,7.08,7.25,10.0
Arabica,Brazil,300,59 kg,Pulped-Natural,7.33,7.17,7.33,10.0
Arabica,Guatemala,120,69 kg,Washed,7.42,7.25,7.25,10.0
Arabica,Colombia,43,70 kg,Washed,7.67,7.5,7.67,10.0
Arabica,Guatemala,250,69 kg,Washed,7.5,7.25,7.5,10.0
Arabica,Taiwan,10,5 kg,Washed,7.25,7.17,7.5,10.0
Arabica,Honduras,275,18975 kg,Natural,7.42,7.25,7.25,10.0
Arabica,Brazil,300,60 kg,Natural,7.67,7.75,7.83,10.0
Arabica,"Tanzania, United Republic Of",1,60 kg,Washed,7.33,7.33,7.17,10.0
Arabica,Uganda,320,60 kg,Natural,7.33,6.92,7.42,10.0
Arabica,Taiwan,10,30 kg,Semi-Washed,7.5,6.92,7.33,10.0
Arabica,Thailand,2,1 kg,Washed,7.33,7.42,7.25,10.0
Arabica,Mexico,10,1 kg,Washed,7.08,7.33,7.42,10.0
Arabica,Mexico,200,1 kg,Washed,7.58,7.67,7.58,8.0
Arabica,Taiwan,150,1 kg,Washed,7.33,7.17,7.33,10.0
Arabica,Guatemala,25,69 kg,Washed,7.67,7.67,7.67,9.33
Arabica,Kenya,150,60 kg,Washed,7.17,7.58,8.0,10.0
Arabica,Mexico,240,69 kg,Washed,7.5,7.33,7.5,9.33
Arabica,Myanmar,2,2 kg,,7.17,7.42,7.33,10.0
Arabica,United States (Hawaii),7,100 lbs,Natural,7.42,7.08,7.58,10.0
Arabica,"Tanzania, United Republic Of",250,60 kg,Washed,7.33,7.17,7.42,10.0
Arabica,Brazil,300,60 kg,Natural,7.25,7.33,7.25,10.0
Arabica,Taiwan,10,60 kg,Washed,7.92,7.67,7.08,10.0
Arabica,Brazil,320,2 kg,Natural,7.17,7.42,7.25,10.0
Arabica,Nicaragua,275,1 lbs,Washed,7.33,7.08,7.5,10.0
Arabica,Guatemala,250,69 kg,Washed,7.58,7.42,7.25,10.0
Arabica,Taiwan,35,30 kg,Washed,7.42,7.25,7.25,10.0
Arabica,Taiwan,5,30 kg,,7.25,7.17,7.08,10.0
Arabica,Taiwan,10,20 kg,Washed,7.42,7.25,7.25,10.0
Arabica,Mexico,60,1 kg,Washed,7.58,7.33,7.17,10.0
Arabica,Laos,20,50 kg,Washed,7.42,7.33,7.17,10.0
Arabica,Guatemala,250,1 kg,Washed,7.67,7.25,7.17,10.0
Arabica,Mexico,15,1 kg,Semi-Washed,7.17,7.08,7.25,10.0
Arabica,Mexico,100,1 kg,Washed,7.5,7.17,7.17,10.0
Arabica,United States (Hawaii),7,100 lbs,Washed,7.42,7.33,7.33,10.0
Arabica,Brazil,320,60 kg,Natural,7.17,7.25,7.25,10.0
Arabica,Myanmar,1,2 kg,Washed,6.92,7.5,7.5,10.0
Arabica,Guatemala,275,69 kg,Washed,7.5,7.33,7.17,10.0
Arabica,Nicaragua,275,69 kg,Washed,7.25,7.25,7.33,10.0
Arabica,Honduras,275,1 kg,Natural,7.5,7.33,7.25,10.0
Arabica,Panama,100,60 kg,,7.25,7.33,7.33,10.0
Arabica,Honduras,275,1 kg,Washed,7.42,7.17,7.25,10.0
Arabica,Honduras,275,1 kg,Natural,7.25,7.33,7.25,10.0
Arabica,Costa Rica,250,3 lbs,Washed,7.33,7.33,7.17,10.0
Arabica,Mexico,30,1 kg,Washed,7.58,7.33,7.5,9.33
Arabica,Haiti,1,2 kg,Washed,7.42,7.0,7.08,10.0
Arabica,United States (Hawaii),3,2 lbs,Natural,7.08,7.33,7.33,10.0
Arabica,Taiwan,160,1 kg,,7.33,7.08,7.42,10.0
Arabica,Indonesia,200,30 kg,Semi-Washed,7.58,7.42,7.5,9.33
Arabica,Guatemala,150,60 kg,Washed,7.67,7.42,7.42,10.0
Arabica,Costa Rica,240,1 kg,Washed,7.83,7.5,7.83,6.67
Arabica,Malawi,100,60 kg,Washed,7.5,7.25,7.25,10.0
Arabica,Mexico,20,1 kg,Washed,7.25,7.17,7.17,10.0
Arabica,Colombia,250,70 kg,Natural,7.67,7.5,7.5,10.0
Arabica,Guatemala,250,69 kg,Washed,7.67,7.17,7.0,10.0
Arabica,Guatemala,250,1 kg,Washed,7.0,7.33,7.0,10.0
Arabica,Guatemala,250,1 kg,Washed,7.0,7.5,7.17,10.0
Arabica,"Tanzania, United Republic Of",10,60 kg,Washed,7.25,7.08,7.33,10.0
Arabica,Brazil,300,2 kg,Semi-Washed,7.42,7.25,7.08,10.0
Arabica,Honduras,275,69 kg,Washed,7.5,7.17,7.33,10.0
Arabica,Guatemala,275,69 kg,Natural,7.17,7.42,7.17,10.0
Arabica,Taiwan,20,5 kg,Natural,7.17,7.17,7.17,10.0
Arabica,Guatemala,275,69 kg,Washed,7.33,7.25,7.25,10.0
Arabica,Honduras,15,69 kg,Washed,7.58,7.33,7.33,10.0
Arabica,Brazil,300,60 kg,Semi-Washed,7.25,7.33,7.33,9.33
Arabica,Myanmar,1,2 kg,Washed,7.17,7.33,7.25,10.0
Arabica,Guatemala,275,69 kg,Washed,7.5,7.17,7.17,10.0
Arabica,Brazil,300,60 kg,Semi-Washed,7.42,7.42,7.67,9.33
Arabica,United States (Hawaii),10,100 lbs,Natural,7.42,7.33,7.58,8.67
Arabica,Guatemala,250,1 kg,Washed,7.5,7.5,7.17,10.0
Arabica,Mexico,18,1 kg,Washed,7.25,7.25,7.25,10.0
Arabica,Taiwan,10,60 kg,Washed,7.58,7.17,7.17,10.0
Arabica,El Salvador,2,2 kg,Washed,7.33,7.17,7.33,10.0
Arabica,China,1,2 kg,Washed,7.25,7.08,7.33,10.0
Arabica,Taiwan,10,30 kg,Washed,7.25,7.25,7.25,10.0
Arabica,Mexico,250,1 kg,Washed,6.92,7.17,7.33,10.0
Arabica,Mexico,250,1 kg,Washed,7.42,7.08,7.25,10.0
Arabica,"Tanzania, United Republic Of",10,60 kg,Washed,7.25,7.17,7.42,10.0
Arabica,"Tanzania, United Republic Of",1,60 kg,Washed,7.25,7.17,7.25,10.0
Arabica,Taiwan,10,30 kg,,7.25,7.25,7.25,10.0
Arabica,Guatemala,250,69 kg,Washed,7.33,7.33,7.0,10.0
Arabica,Mexico,10,1 kg,Semi-Washed,7.25,7.08,7.33,10.0
Arabica,United States (Hawaii),10,100 lbs,Washed,7.17,7.5,7.67,9.33
Arabica,Brazil,440,59 kg,Natural,7.17,7.33,7.0,10.0
Arabica,Honduras,275,69 kg,Natural,7.25,7.25,7.42,10.0
Arabica,Mexico,60,69 kg,Washed,7.25,7.17,7.33,10.0
Arabica,Myanmar,2,2 kg,Natural,8.0,7.08,7.08,10.0
Arabica,Myanmar,1,2 kg,Natural,7.42,7.0,7.17,10.0
Arabica,Nicaragua,275,69 kg,Washed,7.08,6.92,7.5,10.0
Arabica,United States (Hawaii),2,100 lbs,Natural,7.5,7.08,7.42,9.33
Arabica,Colombia,1,2 kg,Washed,7.42,8.0,8.08,8.67
Arabica,Taiwan,5,30 kg,Semi-Washed,7.25,7.08,7.17,10.0
Arabica,Guatemala,250,1 kg,Washed,7.0,7.17,7.0,10.0
Arabica,Mexico,10,1 kg,Washed,7.58,7.33,6.75,10.0
Arabica,Vietnam,1,2 kg,,7.42,7.25,7.42,8.67
Arabica,Nicaragua,275,2 kg,Washed,7.17,7.08,7.25,10.0
Arabica,Honduras,275,1 kg,Washed,7.25,7.25,7.08,10.0
Arabica,Guatemala,250,69 kg,Washed,7.33,7.33,7.17,10.0
Arabica,Mexico,20,1 kg,Washed,7.33,7.08,7.25,10.0
Arabica,Mexico,15,1 kg,Washed,7.58,7.42,7.08,8.67
Arabica,Mexico,15,1 kg,Washed,7.33,7.33,7.25,10.0
Arabica,Guatemala,250,1 kg,Washed,7.33,7.33,7.0,10.0
Arabica,Brazil,440,60 kg,Pulped-Natural,7.17,7.17,7.25,10.0
Arabica,Taiwan,10,60 kg,Washed,7.42,7.25,7.0,10.0
Arabica,Nicaragua,1,5 lbs,Natural,7.25,7.17,7.17,10.0
Arabica,Taiwan,10,30 kg,,7.25,7.25,7.08,10.0
Arabica,Taiwan,10,30 kg,Semi-Washed,7.25,7.25,7.17,10.0
Arabica,Mexico,13,1 kg,Washed,7.33,7.17,7.08,10.0
Arabica,Mexico,10,1 kg,Washed,7.25,7.08,7.33,10.0
Arabica,Nicaragua,275,69 kg,Washed,7.33,7.08,7.42,10.0
Arabica,Myanmar,1,2 kg,Washed,7.17,7.33,7.17,10.0
Arabica,Mexico,280,2 kg,Washed,7.58,7.75,7.5,8.67
Arabica,Thailand,2,1 kg,Washed,7.33,6.67,7.42,10.0
Arabica,Mexico,20,1 kg,Washed,7.25,7.25,7.33,9.33
Arabica,Mexico,256,1 kg,Washed,7.08,7.33,7.08,10.0
Arabica,Colombia,275,2 kg,Washed,7.83,7.67,7.83,6.67
Arabica,United States (Hawaii),12,100 kg,Natural,7.5,7.0,7.33,10.0
Arabica,Mexico,400,1 kg,Washed,7.33,7.08,7.42,9.33
Arabica,Mexico,10,1 kg,Washed,7.17,7.17,7.33,10.0
Arabica,Mexico,82,1 kg,Washed,7.5,7.17,7.25,10.0
Arabica,Mexico,250,1 kg,Washed,7.17,7.08,7.5,9.33
Arabica,Mexico,100,1 kg,Natural,7.33,7.25,7.17,9.33
Arabica,Mexico,209,1 kg,Washed,7.17,7.33,7.33,10.0
Arabica,Kenya,200,12000 kg,Washed,7.0,7.08,7.25,10.0
Arabica,Guatemala,50,69 kg,Washed,7.33,7.25,7.25,9.33
Arabica,Nicaragua,75,2 kg,Washed,6.83,7.17,7.5,10.0
Arabica,Mexico,250,1 kg,Washed,7.17,7.08,7.5,10.0
Arabica,United States (Hawaii),12,100 lbs,Natural,7.58,7.08,7.5,9.33
Arabica,Guatemala,25,69 kg,Washed,7.5,7.42,7.33,9.33
Arabica,Taiwan,28,50 kg,Natural,7.75,7.33,7.67,9.33
Arabica,Taiwan,50,20 kg,Washed,7.08,7.08,7.17,10.0
Arabica,Thailand,1,1 kg,Washed,7.25,7.08,7.08,10.0
Arabica,Peru,320,5 lbs,Washed,7.0,7.08,7.5,9.33
Arabica,Costa Rica,275,2 kg,Washed,7.58,7.5,7.67,8.0
Arabica,Mexico,310,1 kg,Washed,7.58,7.08,7.5,10.0
Arabica,Mexico,275,1 kg,Washed,7.58,7.08,7.5,10.0
Arabica,Mexico,380,1 kg,Washed,7.25,7.08,7.17,10.0
Arabica,Mexico,12,1 kg,Washed,7.25,7.17,7.17,10.0
Arabica,Mexico,250,1 kg,Washed,7.33,7.25,7.08,10.0
Arabica,Guatemala,275,69 kg,Washed,7.58,7.33,7.0,9.33
Arabica,Mexico,36,1 kg,Washed,7.25,6.83,7.25,10.0
Arabica,Guatemala,25,69 kg,Washed,7.42,7.42,7.42,9.33
Arabica,El Salvador,275,69 kg,Washed,7.25,7.08,7.33,10.0
Arabica,Thailand,1,1 kg,Washed,6.92,7.17,7.17,10.0
Arabica,Guatemala,250,69 kg,Washed,7.5,7.0,7.08,10.0
Arabica,Mexico,310,1 kg,Washed,7.42,7.25,7.17,10.0
Arabica,Mexico,10,1 kg,Washed,7.33,7.17,7.08,10.0
Arabica,Mexico,253,1 kg,Washed,6.92,7.17,7.08,10.0
Arabica,Mexico,50,1 kg,Washed,7.08,7.0,7.25,10.0
Arabica,Mexico,250,1 kg,Washed,7.25,6.92,7.25,10.0
Arabica,Nicaragua,275,69 kg,Natural,6.92,6.92,7.25,10.0
Arabica,Taiwan,10,2 kg,Natural,6.92,7.0,7.42,10.0
Arabica,Colombia,250,70 kg,Washed,7.83,7.5,7.67,10.0
Arabica,Mexico,250,1 kg,Washed,7.25,7.08,7.58,9.33
Arabica,Mexico,127,1 kg,Washed,7.25,7.33,7.17,9.33
Arabica,Guatemala,250,69 kg,Washed,7.08,7.33,7.33,9.33
Arabica,Guatemala,275,69 kg,Washed,7.25,7.33,7.0,10.0
Arabica,Mexico,10,1 kg,Washed,7.0,6.83,7.33,10.0
Arabica,Cote d?Ivoire,2,1 kg,Washed,7.42,7.25,7.33,9.33
Arabica,Colombia,250,3 lbs,Washed,7.42,7.25,7.42,9.33
Arabica,Mexico,30,1 kg,Washed,7.0,7.0,7.42,10.0
Arabica,Mexico,50,1 kg,Washed,7.42,7.17,7.08,9.33
Arabica,Guatemala,250,1 kg,Washed,7.17,6.5,7.58,10.0
Arabica,Taiwan,50,20 kg,Washed,7.08,6.83,7.42,10.0
Arabica,Mexico,12,1 kg,Washed,7.0,7.0,7.17,10.0
Arabica,Guatemala,50,69 kg,Washed,7.33,7.42,7.5,8.67
Arabica,Honduras,15,69 kg,Washed,7.58,7.0,7.0,10.0
Arabica,Guatemala,250,69 kg,Washed,7.08,7.0,7.0,10.0
Arabica,Guatemala,275,69 kg,Washed,7.25,7.17,7.0,10.0
Arabica,Costa Rica,1,2 kg,Washed,7.17,7.42,7.25,10.0
Arabica,Mexico,10,1 kg,Washed,7.25,7.08,7.17,9.33
Arabica,Mexico,53,1 kg,Washed,7.17,6.92,7.17,10.0
Arabica,Guatemala,50,69 kg,Washed,7.58,7.67,7.67,8.67
Arabica,United States (Puerto Rico),18,5 lbs,Washed,7.42,7.08,7.33,10.0
Arabica,Mexico,13,1 kg,Washed,7.33,7.0,7.33,9.33
Arabica,Mexico,10,1 kg,Washed,7.25,7.08,7.42,9.33
Arabica,Mexico,10,1 kg,Washed,7.17,7.25,7.25,9.33
Arabica,Guatemala,250,69 kg,Washed,7.33,7.17,7.08,10.0
Arabica,Honduras,275,2 kg,Washed,7.0,7.0,7.0,10.0
Arabica,Peru,280,69 kg,Washed,7.67,7.17,8.0,8.67
Arabica,Mexico,14,1 kg,Natural,6.75,7.08,7.17,10.0
Arabica,Mexico,16,1 kg,Semi-Washed,7.5,7.17,7.25,8.67
Arabica,Mexico,120,1 kg,Washed,7.17,6.83,7.17,10.0
Arabica,Mexico,250,1 kg,Washed,7.33,7.0,7.17,9.33
Arabica,Mexico,14,1 kg,Washed,7.5,7.0,6.92,10.0
Arabica,Nicaragua,1,1 kg,,7.17,7.0,7.0,10.0
Arabica,United States (Hawaii),11,2 lbs,Natural,7.5,6.92,7.58,9.33
Arabica,Guatemala,250,69 kg,Washed,7.33,7.08,7.0,10.0
Arabica,Mexico,20,1 kg,Washed,7.25,6.83,7.17,10.0
Arabica,Mexico,35,1 kg,Semi-Washed,7.25,7.33,7.08,8.67
Arabica,Mexico,10,1 kg,Washed,7.67,7.17,7.58,9.33
Arabica,China,1,2 kg,Washed,7.0,6.92,7.17,10.0
Arabica,Mexico,20,1 kg,Washed,6.92,6.92,7.17,10.0
Arabica,Nicaragua,275,2 kg,Natural,6.83,7.08,7.25,10.0
Arabica,Guatemala,250,69 kg,Washed,7.33,7.17,7.25,8.67
Arabica,Taiwan,50,20 kg,Washed,6.83,6.75,7.0,10.0
Arabica,Mexico,250,1 kg,Washed,7.0,7.0,6.92,10.0
Arabica,Mexico,50,1 kg,Washed,7.92,7.58,7.92,8.0
Arabica,Mexico,280,69 kg,Washed,7.25,6.75,7.25,9.33
Arabica,Mexico,10,1 kg,Washed,7.08,6.83,7.0,10.0
Arabica,Mexico,20,1 kg,Washed,7.25,7.17,7.58,8.67
Arabica,Brazil,300,60 kg,Natural,6.83,7.0,6.92,10.0
Arabica,Mexico,10,1 kg,Washed,7.58,7.17,7.33,8.0
Arabica,United States (Hawaii),5,100 lbs,Natural,7.5,7.75,7.92,7.33
Arabica,Guatemala,275,69 kg,Washed,7.17,6.5,7.17,10.0
Arabica,Guatemala,250,1 kg,Washed,7.17,7.17,7.0,10.0
Arabica,Mexico,100,1 kg,Natural,7.25,7.25,7.33,8.0
Arabica,Guatemala,250,1 kg,Washed,7.17,6.08,7.33,10.0
Arabica,United States (Hawaii),18,100 lbs,Natural,7.5,7.5,7.5,8.67
Arabica,United States (Hawaii),5,100 lbs,Natural,7.42,7.33,7.67,8.0
Arabica,Indonesia,2,1 kg,Washed,6.92,6.83,6.92,10.0
Arabica,Mexico,320,1 kg,Washed,7.08,6.83,7.25,10.0
Arabica,Taiwan,8,10 kg,Washed,7.5,7.08,7.5,6.67
Arabica,Honduras,275,2 kg,Natural,6.83,7.0,7.0,10.0
Arabica,United States (Hawaii),5,100 lbs,Natural,7.58,7.33,7.5,8.0
Arabica,Guatemala,275,69 kg,Washed,7.42,7.25,7.0,9.33
Arabica,China,16,2 kg,Washed,7.33,7.17,7.33,9.33
Arabica,Guatemala,250,69 kg,Washed,7.0,6.83,6.67,10.0
Arabica,Mexico,10,1 kg,Washed,7.25,7.33,7.25,10.0
Arabica,Costa Rica,250,1 kg,Washed,7.5,7.25,7.08,8.67
Arabica,Mexico,50,1 kg,Washed,7.42,7.25,7.25,8.0
Arabica,Guatemala,250,1 kg,Washed,7.17,6.17,7.33,10.0
Arabica,Brazil,1,5 lbs,Washed,7.0,6.75,7.08,10.0
Arabica,Guatemala,250,1 kg,Washed,7.0,6.83,6.83,10.0
Arabica,Taiwan,100,10 kg,Washed,7.17,6.75,7.33,9.33
Arabica,United States (Hawaii),5,100 lbs,Natural,7.58,7.67,7.42,9.33
Arabica,Mexico,23,1 kg,Washed,7.17,6.75,6.83,10.0
Arabica,Guatemala,250,1 kg,Washed,7.08,6.92,6.92,10.0
Arabica,Brazil,320,60 kg,Natural,7.5,7.33,7.58,8.0
Arabica,Guatemala,275,69 kg,Washed,7.33,7.0,7.17,9.33
Arabica,Mexico,10,1 kg,Washed,7.33,7.0,6.92,9.33
Arabica,Haiti,1,4 lbs,Washed,6.83,6.83,6.92,9.33
Arabica,United States (Hawaii),9,2 lbs,Natural,7.08,6.92,7.58,8.67
Arabica,Mexico,10,1 kg,Washed,7.08,7.0,7.33,8.67
Arabica,Peru,275,2 kg,Washed,7.42,7.75,7.92,8.67
